,Ether_dst,Ether_src,IP_id,IP_len,IP_ttl,TCP_dataofs,TCP_dport,TCP_seq,TCP_sport,TCP_window,load_len,IP_proto_icmp,IP_proto_igmp,IP_proto_tcp,IP_proto_udp,TCP_flags_A,TCP_flags_FA,TCP_flags_PA,TCP_flags_R,TCP_flags_RA,TCP_flags_S,TCP_flags_SA,label_src
3084,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,4070.0,651048233.0,61502.0,4095.0,,0,0,1,0,1,0,0,0,0,0,0,1
3085,e0:55:3d:02:41:21,28:f0:76:31:d3:58,37239.0,1378.0,64.0,,,,,,3140.0,0,0,0,1,0,0,0,0,0,0,0,1
3086,e0:55:3d:02:41:21,28:f0:76:31:d3:58,18172.0,690.0,64.0,,,,,,1779.0,0,0,0,1,0,0,0,0,0,0,0,1
3087,e0:55:3d:02:41:21,84:38:35:5a:70:40,35151.0,40.0,64.0,5.0,334.0,2276098043.0,59627.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3092,e0:55:3d:02:41:21,b8:e9:37:8c:da:3c,64685.0,52.0,64.0,8.0,4070.0,1904738620.0,41371.0,22776.0,,0,0,1,0,1,0,0,0,0,0,0,4
3096,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,57302.0,40.0,64.0,5.0,80.0,2398468892.0,36313.0,1403.0,,0,0,1,0,0,1,0,0,0,0,0,3
3097,e0:55:3d:02:41:21,28:f0:76:31:d3:58,18133.0,40.0,64.0,5.0,334.0,2543234825.0,62476.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3099,e0:55:3d:02:41:21,84:38:35:5a:70:40,283.0,150.0,64.0,8.0,334.0,3463331161.0,59554.0,9675.0,321.0,0,0,1,0,0,0,1,0,0,0,0,1
3100,e0:55:3d:02:41:21,84:38:35:5a:70:40,6385.0,1219.0,64.0,8.0,334.0,3463331259.0,59554.0,9675.0,3401.0,0,0,1,0,0,0,1,0,0,0,0,1
3103,e0:55:3d:02:41:21,84:38:35:5a:70:40,287.0,162.0,64.0,8.0,334.0,3463332426.0,59554.0,9675.0,346.0,0,0,1,0,0,0,1,0,0,0,0,1
3104,e0:55:3d:02:41:21,84:38:35:5a:70:40,352.0,1436.0,64.0,8.0,334.0,3463332536.0,59554.0,9675.0,4016.0,0,0,1,0,1,0,0,0,0,0,0,1
3105,e0:55:3d:02:41:21,84:38:35:5a:70:40,30366.0,326.0,64.0,8.0,334.0,3463333920.0,59554.0,9675.0,792.0,0,0,1,0,0,0,1,0,0,0,0,1
3111,e0:55:3d:02:41:21,84:38:35:5a:70:40,32178.0,52.0,64.0,8.0,334.0,3463334194.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
3115,e0:55:3d:02:41:21,84:38:35:5a:70:40,13266.0,52.0,64.0,8.0,334.0,3463334194.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
3118,e0:55:3d:02:41:21,28:f0:76:31:d3:58,34929.0,1378.0,64.0,,,,,,3129.0,0,0,0,1,0,0,0,0,0,0,0,1
3120,e0:55:3d:02:41:21,84:38:35:5a:70:40,18025.0,180.0,64.0,8.0,334.0,781891535.0,59555.0,4096.0,400.0,0,0,1,0,0,0,1,0,0,0,0,1
3121,e0:55:3d:02:41:21,84:38:35:5a:70:40,36090.0,98.0,64.0,8.0,334.0,781891663.0,59555.0,4096.0,149.0,0,0,1,0,0,0,1,0,0,0,0,1
3122,e0:55:3d:02:41:21,84:38:35:5a:70:40,25642.0,1420.0,64.0,8.0,334.0,781891709.0,59555.0,4096.0,3910.0,0,0,1,0,1,0,0,0,0,0,0,1
3123,e0:55:3d:02:41:21,84:38:35:5a:70:40,58040.0,1420.0,64.0,8.0,334.0,781893077.0,59555.0,4096.0,4045.0,0,0,1,0,1,0,0,0,0,0,0,1
3124,e0:55:3d:02:41:21,84:38:35:5a:70:40,27049.0,206.0,64.0,8.0,334.0,781894445.0,59555.0,4096.0,446.0,0,0,1,0,0,0,1,0,0,0,0,1
3125,e0:55:3d:02:41:21,84:38:35:5a:70:40,7637.0,327.0,64.0,8.0,334.0,781894599.0,59555.0,4096.0,814.0,0,0,1,0,0,0,1,0,0,0,0,1
3131,e0:55:3d:02:41:21,84:38:35:5a:70:40,51669.0,52.0,64.0,8.0,334.0,781894874.0,59555.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
3137,e0:55:3d:02:41:21,84:38:35:5a:70:40,55571.0,52.0,64.0,8.0,334.0,781894874.0,59555.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
3138,e0:55:3d:02:41:21,84:38:35:5a:70:40,26640.0,52.0,64.0,8.0,334.0,781894874.0,59555.0,4071.0,,0,0,1,0,1,0,0,0,0,0,0,1
3139,e0:55:3d:02:41:21,84:38:35:5a:70:40,64207.0,52.0,64.0,8.0,334.0,781894874.0,59555.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
3140,e0:55:3d:02:41:21,84:38:35:5a:70:40,25043.0,52.0,64.0,8.0,334.0,781894874.0,59555.0,4089.0,,0,0,1,0,1,0,0,0,0,0,0,1
3143,e0:55:3d:02:41:21,84:38:35:5a:70:40,6375.0,52.0,64.0,8.0,334.0,781894874.0,59555.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
3144,e0:55:3d:02:41:21,84:38:35:5a:70:40,19940.0,98.0,64.0,8.0,334.0,781894874.0,59555.0,4096.0,153.0,0,0,1,0,0,0,1,0,0,0,0,1
3146,e0:55:3d:02:41:21,28:f0:76:31:d3:58,21005.0,1378.0,64.0,,,,,,3126.0,0,0,0,1,0,0,0,0,0,0,0,1
3147,e0:55:3d:02:41:21,28:f0:76:31:d3:58,20365.0,1378.0,64.0,,,,,,3129.0,0,0,0,1,0,0,0,0,0,0,0,1
3153,e0:55:3d:02:41:21,28:f0:76:31:d3:58,60070.0,69.0,64.0,,,,,,128.0,0,0,0,1,0,0,0,0,0,0,0,1
3154,e0:55:3d:02:41:21,28:f0:76:31:d3:58,57038.0,66.0,64.0,,,,,,102.0,0,0,0,1,0,0,0,0,0,0,0,1
3161,e0:55:3d:02:41:21,28:f0:76:31:d3:58,10756.0,69.0,64.0,,,,,,126.0,0,0,0,1,0,0,0,0,0,0,0,1
3162,e0:55:3d:02:41:21,28:f0:76:31:d3:58,49193.0,458.0,64.0,,,,,,1225.0,0,0,0,1,0,0,0,0,0,0,0,1
3164,e0:55:3d:02:41:21,28:f0:76:31:d3:58,24094.0,66.0,64.0,,,,,,112.0,0,0,0,1,0,0,0,0,0,0,0,1
3167,e0:55:3d:02:41:21,28:f0:76:31:d3:58,43890.0,66.0,64.0,,,,,,110.0,0,0,0,1,0,0,0,0,0,0,0,1
3168,e0:55:3d:02:41:21,28:f0:76:31:d3:58,1579.0,458.0,64.0,,,,,,1179.0,0,0,0,1,0,0,0,0,0,0,0,1
3169,e0:55:3d:02:41:21,28:f0:76:31:d3:58,32871.0,458.0,64.0,,,,,,1220.0,0,0,0,1,0,0,0,0,0,0,0,1
3179,e0:55:3d:02:41:21,84:38:35:5a:70:40,5007.0,40.0,64.0,5.0,8080.0,2530975129.0,58219.0,8192.0,,0,0,1,0,1,0,0,0,0,0,0,1
3182,e0:55:3d:02:41:21,28:f0:76:31:d3:58,37808.0,63.0,64.0,,,,,,100.0,0,0,0,1,0,0,0,0,0,0,0,1
3183,e0:55:3d:02:41:21,28:f0:76:31:d3:58,11915.0,458.0,64.0,,,,,,1271.0,0,0,0,1,0,0,0,0,0,0,0,1
3196,ff:ff:ff:ff:ff:ff,b4:7c:9c:31:b4:df,26199.0,328.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3198,01:00:5e:00:00:16,b4:7c:9c:31:b4:df,0.0,40.0,1.0,,,,,,65.0,0,1,0,0,0,0,0,0,0,0,0,3
3200,01:00:5e:00:00:16,b4:7c:9c:31:b4:df,0.0,40.0,1.0,,,,,,65.0,0,1,0,0,0,0,0,0,0,0,0,3
3201,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,371.0,64.0,8.0,4070.0,651048233.0,61502.0,4096.0,912.0,0,0,1,0,0,0,1,0,0,0,0,1
3204,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36395.0,237.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3207,e0:55:3d:02:41:21,28:f0:76:31:d3:58,59069.0,79.0,64.0,,,,,,160.0,0,0,0,1,0,0,0,0,0,0,0,1
3212,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,4070.0,651048552.0,61502.0,4085.0,,0,0,1,0,1,0,0,0,0,0,0,1
3213,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16453.0,360.0,64.0,8.0,80.0,1492503581.0,57006.0,1673.0,330.0,0,0,1,0,0,0,1,0,0,0,0,4
3229,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16454.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3236,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39389.0,71.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3237,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16455.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3242,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16456.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3245,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39390.0,64.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3246,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16457.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3251,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16458.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3254,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16459.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3255,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16460.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3259,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16461.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3260,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16462.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3261,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16463.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3264,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16464.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3265,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16465.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3267,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16466.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3269,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16467.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3270,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16468.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3273,01:00:5e:00:00:16,b4:7c:9c:31:b4:df,0.0,40.0,1.0,,,,,,65.0,0,1,0,0,0,0,0,0,0,0,0,3
3274,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16469.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3275,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16470.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3292,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39392.0,60.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3304,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,32090.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3305,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16471.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1470.0,,0,0,1,0,1,0,0,0,0,0,0,4
3307,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39394.0,65.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3308,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16472.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1470.0,,0,0,1,0,1,0,0,0,0,0,0,4
3309,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16473.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1438.0,,0,0,1,0,1,0,0,0,0,0,0,4
3310,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16474.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3311,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16475.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3312,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,32091.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3325,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,32092.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3327,01:00:5e:00:00:16,b4:7c:9c:31:b4:df,0.0,40.0,1.0,,,,,,65.0,0,1,0,0,0,0,0,0,0,0,0,3
3328,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,32093.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3330,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,32094.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3332,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5128.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3333,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16476.0,52.0,64.0,8.0,80.0,1492503889.0,57006.0,1569.0,,0,0,1,0,1,0,0,0,0,0,0,4
3335,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5130.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3337,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5131.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3339,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5132.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3341,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5133.0,84.0,64.0,,,,,,222.0,1,0,0,0,0,0,0,0,0,0,0,3
3342,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36398.0,237.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3346,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39403.0,66.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3347,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39404.0,61.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3348,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36400.0,109.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3349,e0:55:3d:02:41:21,5c:aa:fd:4c:87:a0,40311.0,87.0,64.0,8.0,334.0,2984095086.0,44689.0,3632.0,115.0,0,0,1,0,0,0,1,0,0,0,0,4
3350,e0:55:3d:02:41:21,84:38:35:5a:70:40,61508.0,40.0,64.0,5.0,334.0,952331081.0,59621.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3353,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39408.0,65.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3354,e0:55:3d:02:41:21,5c:aa:fd:4c:87:a0,40312.0,52.0,64.0,8.0,334.0,2984095121.0,44689.0,3632.0,,0,0,1,0,1,0,0,0,0,0,0,4
3355,01:00:5e:00:00:16,b4:7c:9c:31:b4:df,0.0,40.0,1.0,,,,,,65.0,0,1,0,0,0,0,0,0,0,0,0,3
3356,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36414.0,237.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3357,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36416.0,109.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3361,e0:55:3d:02:41:21,00:18:0a:12:2f:2d,14296.0,52.0,64.0,8.0,7011.0,2965387415.0,34948.0,11644.0,,0,0,1,0,1,0,0,0,0,0,0,0
3363,e0:55:3d:02:41:21,00:18:0a:12:2f:2d,21682.0,52.0,64.0,8.0,7011.0,1118837726.0,34949.0,11644.0,,0,0,1,0,1,0,0,0,0,0,0,0
3364,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36426.0,219.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3366,e0:55:3d:02:41:21,84:38:35:5a:70:40,36979.0,40.0,64.0,5.0,334.0,3117227035.0,59634.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3370,e0:55:3d:02:41:21,28:f0:76:31:d3:58,46015.0,40.0,64.0,5.0,334.0,313025044.0,65461.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3371,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36430.0,109.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3381,e0:55:3d:02:41:21,84:38:35:5a:70:40,33201.0,503.0,64.0,8.0,334.0,4199704648.0,59553.0,4096.0,1229.0,0,0,1,0,0,0,1,0,0,0,0,1
3382,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36451.0,117.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3401,e0:55:3d:02:41:21,84:38:35:5a:70:40,3608.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4091.0,,0,0,1,0,1,0,0,0,0,0,0,1
3402,e0:55:3d:02:41:21,84:38:35:5a:70:40,5492.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4047.0,,0,0,1,0,1,0,0,0,0,0,0,1
3403,e0:55:3d:02:41:21,84:38:35:5a:70:40,37649.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,3959.0,,0,0,1,0,1,0,0,0,0,0,0,1
3404,e0:55:3d:02:41:21,84:38:35:5a:70:40,19499.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3405,e0:55:3d:02:41:21,84:38:35:5a:70:40,61101.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
3406,e0:55:3d:02:41:21,84:38:35:5a:70:40,4495.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,3918.0,,0,0,1,0,1,0,0,0,0,0,0,1
3407,e0:55:3d:02:41:21,84:38:35:5a:70:40,53178.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3408,e0:55:3d:02:41:21,84:38:35:5a:70:40,36193.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
3409,e0:55:3d:02:41:21,84:38:35:5a:70:40,24337.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,3918.0,,0,0,1,0,1,0,0,0,0,0,0,1
3410,e0:55:3d:02:41:21,84:38:35:5a:70:40,42571.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3411,e0:55:3d:02:41:21,84:38:35:5a:70:40,36860.0,52.0,64.0,8.0,334.0,4199705099.0,59553.0,4048.0,,0,0,1,0,1,0,0,0,0,0,0,1
3412,e0:55:3d:02:41:21,84:38:35:5a:70:40,6597.0,98.0,64.0,8.0,334.0,4199705099.0,59553.0,4096.0,144.0,0,0,1,0,0,0,1,0,0,0,0,1
3414,e0:55:3d:02:41:21,84:38:35:5a:70:40,61640.0,524.0,64.0,8.0,334.0,4199705145.0,59553.0,4096.0,1316.0,0,0,1,0,0,0,1,0,0,0,0,1
3420,e0:55:3d:02:41:21,84:38:35:5a:70:40,48157.0,52.0,64.0,8.0,334.0,4199705617.0,59553.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
3421,e0:55:3d:02:41:21,84:38:35:5a:70:40,43601.0,52.0,64.0,8.0,334.0,4199705617.0,59553.0,4087.0,,0,0,1,0,1,0,0,0,0,0,0,1
3422,e0:55:3d:02:41:21,84:38:35:5a:70:40,26328.0,52.0,64.0,8.0,334.0,4199705617.0,59553.0,4086.0,,0,0,1,0,1,0,0,0,0,0,0,1
3423,e0:55:3d:02:41:21,84:38:35:5a:70:40,16791.0,52.0,64.0,8.0,334.0,4199705617.0,59553.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
3424,e0:55:3d:02:41:21,84:38:35:5a:70:40,26654.0,98.0,64.0,8.0,334.0,4199705617.0,59553.0,4096.0,147.0,0,0,1,0,0,0,1,0,0,0,0,1
3426,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,33740.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3427,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,33741.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3431,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11203.0,60.0,64.0,10.0,80.0,2456679439.0,34413.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3432,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20623.0,60.0,64.0,10.0,4070.0,128814913.0,52712.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3434,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30353.0,60.0,64.0,10.0,334.0,2444208449.0,46201.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3438,e0:55:3d:02:41:21,28:f0:76:31:d3:58,17181.0,64.0,64.0,,,,,,104.0,0,0,0,1,0,0,0,0,0,0,0,1
3440,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,334.0,2197251310.0,65105.0,11618.0,,0,0,1,0,1,0,0,0,0,0,0,1
3444,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62362.0,60.0,64.0,10.0,334.0,205335620.0,56542.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3446,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,65439.0,60.0,64.0,10.0,80.0,51650624.0,46114.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3450,e0:55:3d:02:41:21,28:f0:76:31:d3:58,33849.0,67.0,64.0,,,,,,116.0,0,0,0,1,0,0,0,0,0,0,0,1
3451,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19860.0,60.0,64.0,10.0,334.0,1864405628.0,50595.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3460,e0:55:3d:02:41:21,00:18:0a:12:2f:2d,14297.0,601.0,64.0,8.0,7011.0,2965387415.0,34948.0,11644.0,1586.0,0,0,1,0,0,0,1,0,0,0,0,0
3461,e0:55:3d:02:41:21,00:18:0a:12:2f:2d,21683.0,601.0,64.0,8.0,7011.0,1118837726.0,34949.0,11644.0,1599.0,0,0,1,0,0,0,1,0,0,0,0,0
3469,e0:55:3d:02:41:21,28:f0:76:31:d3:58,2704.0,40.0,64.0,5.0,334.0,1013231565.0,49406.0,4098.0,,0,0,1,0,1,0,0,0,0,0,0,1
3471,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36490.0,219.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3473,e0:55:3d:02:41:21,28:f0:76:31:d3:58,18601.0,40.0,64.0,5.0,334.0,1747378872.0,65474.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3477,e0:55:3d:02:41:21,28:f0:76:31:d3:58,4307.0,64.0,64.0,,,,,,103.0,0,0,0,1,0,0,0,0,0,0,0,1
3480,01:00:5e:00:00:fb,b4:7c:9c:31:b4:df,36504.0,117.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3484,e0:55:3d:02:41:21,28:f0:76:31:d3:58,9985.0,64.0,64.0,,,,,,106.0,0,0,0,1,0,0,0,0,0,0,0,1
3485,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11204.0,60.0,64.0,10.0,80.0,2456679439.0,34413.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3486,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20624.0,60.0,64.0,10.0,4070.0,128814913.0,52712.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3487,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30354.0,60.0,64.0,10.0,334.0,2444208449.0,46201.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3491,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62363.0,60.0,64.0,10.0,334.0,205335620.0,56542.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3493,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,65440.0,60.0,64.0,10.0,80.0,51650624.0,46114.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3495,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20625.0,52.0,64.0,8.0,4070.0,128814914.0,52712.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3496,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,334.0,2543234826.0,62476.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
3498,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11205.0,40.0,64.0,5.0,80.0,2456679440.0,34413.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3499,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11206.0,186.0,64.0,5.0,80.0,2456679440.0,34413.0,1369.0,162.0,0,0,1,0,0,0,1,0,0,0,0,3
3500,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20626.0,212.0,64.0,8.0,4070.0,128814914.0,52712.0,1369.0,507.0,0,0,1,0,0,0,1,0,0,0,0,3
3502,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30355.0,40.0,64.0,5.0,334.0,2444208450.0,46201.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3503,e0:55:3d:02:41:21,84:38:35:5a:70:40,28016.0,166.0,64.0,8.0,334.0,3463334194.0,59554.0,9675.0,343.0,0,0,1,0,0,0,1,0,0,0,0,1
