,Ether_dst,Ether_src,IP_id,IP_len,IP_ttl,TCP_dataofs,TCP_dport,TCP_seq,TCP_sport,TCP_window,load_len,IP_proto_icmp,IP_proto_igmp,IP_proto_tcp,IP_proto_udp,TCP_flags_A,TCP_flags_FA,TCP_flags_PA,TCP_flags_R,TCP_flags_RA,TCP_flags_S,TCP_flags_SA,label_src
5235,e0:55:3d:02:41:21,84:38:35:5a:70:40,25581.0,863.0,64.0,8.0,334.0,2980390560.0,59560.0,4096.0,2327.0,0,0,1,0,0,0,1,0,0,0,0,1
5236,e0:55:3d:02:41:21,84:38:35:5a:70:40,35220.0,52.0,64.0,8.0,334.0,2980391371.0,59560.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5244,e0:55:3d:02:41:21,84:38:35:5a:70:40,32222.0,52.0,64.0,8.0,334.0,2980391371.0,59560.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
5245,e0:55:3d:02:41:21,84:38:35:5a:70:40,23767.0,203.0,64.0,8.0,334.0,3969209252.0,59556.0,4096.0,434.0,0,0,1,0,0,0,1,0,0,0,0,1
5246,e0:55:3d:02:41:21,84:38:35:5a:70:40,42081.0,98.0,64.0,8.0,334.0,3969209403.0,59556.0,4096.0,155.0,0,0,1,0,0,0,1,0,0,0,0,1
5247,e0:55:3d:02:41:21,84:38:35:5a:70:40,9836.0,52.0,64.0,8.0,334.0,2980391371.0,59560.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
5248,e0:55:3d:02:41:21,84:38:35:5a:70:40,60185.0,52.0,64.0,8.0,334.0,2980391371.0,59560.0,4041.0,,0,0,1,0,1,0,0,0,0,0,0,1
5249,e0:55:3d:02:41:21,84:38:35:5a:70:40,25400.0,52.0,64.0,8.0,334.0,2980391371.0,59560.0,4040.0,,0,0,1,0,1,0,0,0,0,0,0,1
5250,e0:55:3d:02:41:21,84:38:35:5a:70:40,16581.0,201.0,64.0,8.0,334.0,3886515667.0,59557.0,4096.0,424.0,0,0,1,0,0,0,1,0,0,0,0,1
5251,e0:55:3d:02:41:21,84:38:35:5a:70:40,37598.0,98.0,64.0,8.0,334.0,3886515816.0,59557.0,4096.0,132.0,0,0,1,0,0,0,1,0,0,0,0,1
5252,e0:55:3d:02:41:21,84:38:35:5a:70:40,23104.0,98.0,64.0,8.0,334.0,2980391371.0,59560.0,4096.0,128.0,0,0,1,0,0,0,1,0,0,0,0,1
5253,e0:55:3d:02:41:21,84:38:35:5a:70:40,59837.0,166.0,64.0,8.0,334.0,3463374744.0,59554.0,9675.0,322.0,0,0,1,0,0,0,1,0,0,0,0,1
5254,e0:55:3d:02:41:21,84:38:35:5a:70:40,35168.0,1436.0,64.0,8.0,334.0,3463374858.0,59554.0,9675.0,4003.0,0,0,1,0,1,0,0,0,0,0,0,1
5255,e0:55:3d:02:41:21,84:38:35:5a:70:40,42095.0,569.0,64.0,8.0,334.0,3463376242.0,59554.0,9675.0,1520.0,0,0,1,0,0,0,1,0,0,0,0,1
5261,e0:55:3d:02:41:21,84:38:35:5a:70:40,11019.0,52.0,64.0,8.0,334.0,2980391417.0,59560.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
5262,e0:55:3d:02:41:21,84:38:35:5a:70:40,38996.0,52.0,64.0,8.0,334.0,2980391417.0,59560.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
5263,e0:55:3d:02:41:21,84:38:35:5a:70:40,14571.0,52.0,64.0,8.0,334.0,3463376759.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
5264,e0:55:3d:02:41:21,84:38:35:5a:70:40,3321.0,52.0,64.0,8.0,334.0,2980391417.0,59560.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
5268,e0:55:3d:02:41:21,84:38:35:5a:70:40,22232.0,52.0,64.0,8.0,334.0,2980391417.0,59560.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
5274,e0:55:3d:02:41:21,84:38:35:5a:70:40,30119.0,52.0,64.0,8.0,334.0,3886515862.0,59557.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5277,e0:55:3d:02:41:21,84:38:35:5a:70:40,29241.0,52.0,64.0,8.0,334.0,3969209449.0,59556.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5280,e0:55:3d:02:41:21,84:38:35:5a:70:40,64010.0,52.0,64.0,8.0,334.0,3969209449.0,59556.0,4082.0,,0,0,1,0,1,0,0,0,0,0,0,1
5282,e0:55:3d:02:41:21,84:38:35:5a:70:40,8945.0,52.0,64.0,8.0,334.0,2980391417.0,59560.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
5283,e0:55:3d:02:41:21,84:38:35:5a:70:40,54051.0,52.0,64.0,8.0,334.0,2980391417.0,59560.0,3925.0,,0,0,1,0,1,0,0,0,0,0,0,1
5284,e0:55:3d:02:41:21,84:38:35:5a:70:40,37723.0,52.0,64.0,8.0,334.0,2980391417.0,59560.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
5285,e0:55:3d:02:41:21,84:38:35:5a:70:40,44095.0,52.0,64.0,8.0,334.0,3886515862.0,59557.0,4082.0,,0,0,1,0,1,0,0,0,0,0,0,1
5287,e0:55:3d:02:41:21,84:38:35:5a:70:40,47613.0,203.0,64.0,8.0,334.0,3463376759.0,59554.0,9675.0,457.0,0,0,1,0,0,0,1,0,0,0,0,1
5288,e0:55:3d:02:41:21,84:38:35:5a:70:40,14114.0,52.0,64.0,8.0,334.0,3463376910.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
5289,e0:55:3d:02:41:21,84:38:35:5a:70:40,35555.0,159.0,64.0,8.0,334.0,3463376910.0,59554.0,9675.0,318.0,0,0,1,0,0,0,1,0,0,0,0,1
5305,e0:55:3d:02:41:21,84:38:35:5a:70:40,4959.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9632.0,,0,0,1,0,1,0,0,0,0,0,0,1
5306,e0:55:3d:02:41:21,84:38:35:5a:70:40,8689.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9631.0,,0,0,1,0,1,0,0,0,0,0,0,1
5307,e0:55:3d:02:41:21,84:38:35:5a:70:40,37834.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
5308,e0:55:3d:02:41:21,84:38:35:5a:70:40,29260.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
5309,e0:55:3d:02:41:21,84:38:35:5a:70:40,58701.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
5310,e0:55:3d:02:41:21,84:38:35:5a:70:40,13694.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
5311,e0:55:3d:02:41:21,84:38:35:5a:70:40,22462.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9544.0,,0,0,1,0,1,0,0,0,0,0,0,1
5312,e0:55:3d:02:41:21,84:38:35:5a:70:40,15879.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
5313,e0:55:3d:02:41:21,84:38:35:5a:70:40,10174.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9534.0,,0,0,1,0,1,0,0,0,0,0,0,1
5314,e0:55:3d:02:41:21,84:38:35:5a:70:40,62634.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
5347,e0:55:3d:02:41:21,84:38:35:5a:70:40,24345.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9631.0,,0,0,1,0,1,0,0,0,0,0,0,1
5348,e0:55:3d:02:41:21,84:38:35:5a:70:40,8244.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9631.0,,0,0,1,0,1,0,0,0,0,0,0,1
5351,e0:55:3d:02:41:21,84:38:35:5a:70:40,15340.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9587.0,,0,0,1,0,1,0,0,0,0,0,0,1
5352,e0:55:3d:02:41:21,84:38:35:5a:70:40,11448.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9632.0,,0,0,1,0,1,0,0,0,0,0,0,1
5353,e0:55:3d:02:41:21,84:38:35:5a:70:40,60227.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9632.0,,0,0,1,0,1,0,0,0,0,0,0,1
5354,e0:55:3d:02:41:21,84:38:35:5a:70:40,59598.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9625.0,,0,0,1,0,1,0,0,0,0,0,0,1
5356,e0:55:3d:02:41:21,84:38:35:5a:70:40,27264.0,52.0,64.0,8.0,334.0,3463377017.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
5357,e0:55:3d:02:41:21,84:38:35:5a:70:40,58026.0,1436.0,64.0,8.0,334.0,2777469983.0,59577.0,4096.0,3978.0,0,0,1,0,1,0,0,0,0,0,0,1
5358,e0:55:3d:02:41:21,84:38:35:5a:70:40,23017.0,494.0,64.0,8.0,334.0,2777471367.0,59577.0,4096.0,1279.0,0,0,1,0,0,0,1,0,0,0,0,1
5359,e0:55:3d:02:41:21,84:38:35:5a:70:40,51935.0,64.0,64.0,11.0,334.0,3941436429.0,59647.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,1
5360,e0:55:3d:02:41:21,84:38:35:5a:70:40,14235.0,588.0,64.0,8.0,334.0,2669768961.0,59558.0,4096.0,1528.0,0,0,1,0,0,0,1,0,0,0,0,1
5361,e0:55:3d:02:41:21,84:38:35:5a:70:40,22971.0,91.0,64.0,8.0,334.0,2669769497.0,59558.0,4096.0,112.0,0,0,1,0,0,0,1,0,0,0,0,1
5362,e0:55:3d:02:41:21,84:38:35:5a:70:40,48733.0,1436.0,64.0,8.0,334.0,1974410428.0,59576.0,4096.0,3929.0,0,0,1,0,1,0,0,0,0,0,0,1
5363,e0:55:3d:02:41:21,84:38:35:5a:70:40,8653.0,495.0,64.0,8.0,334.0,1974411812.0,59576.0,4096.0,1281.0,0,0,1,0,0,0,1,0,0,0,0,1
5364,e0:55:3d:02:41:21,84:38:35:5a:70:40,23293.0,172.0,64.0,8.0,334.0,1209604577.0,59578.0,4096.0,338.0,0,0,1,0,0,0,1,0,0,0,0,1
5365,e0:55:3d:02:41:21,84:38:35:5a:70:40,44172.0,98.0,64.0,8.0,334.0,1209604697.0,59578.0,4096.0,158.0,0,0,1,0,0,0,1,0,0,0,0,1
5366,e0:55:3d:02:41:21,84:38:35:5a:70:40,10066.0,608.0,64.0,8.0,334.0,2669769536.0,59558.0,4096.0,1644.0,0,0,1,0,0,0,1,0,0,0,0,1
5370,e0:55:3d:02:41:21,28:f0:76:31:d3:58,57929.0,64.0,64.0,,,,,,109.0,0,0,0,1,0,0,0,0,0,0,0,1
5371,e0:55:3d:02:41:21,84:38:35:5a:70:40,44435.0,52.0,64.0,8.0,334.0,3941436430.0,59647.0,65535.0,,0,0,1,0,1,0,0,0,0,0,0,1
5372,e0:55:3d:02:41:21,84:38:35:5a:70:40,13082.0,569.0,64.0,8.0,334.0,3941436430.0,59647.0,65535.0,1784.0,0,0,1,0,0,0,1,0,0,0,0,1
5383,e0:55:3d:02:41:21,84:38:35:5a:70:40,7535.0,52.0,64.0,8.0,334.0,2669770092.0,59558.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5384,e0:55:3d:02:41:21,84:38:35:5a:70:40,48773.0,52.0,64.0,8.0,334.0,1209604743.0,59578.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5385,e0:55:3d:02:41:21,84:38:35:5a:70:40,52292.0,52.0,64.0,8.0,334.0,2669770092.0,59558.0,4090.0,,0,0,1,0,1,0,0,0,0,0,0,1
5386,e0:55:3d:02:41:21,84:38:35:5a:70:40,22990.0,52.0,64.0,8.0,334.0,2669770092.0,59558.0,4086.0,,0,0,1,0,1,0,0,0,0,0,0,1
5387,e0:55:3d:02:41:21,84:38:35:5a:70:40,56193.0,52.0,64.0,8.0,334.0,1209604743.0,59578.0,4090.0,,0,0,1,0,1,0,0,0,0,0,0,1
5388,e0:55:3d:02:41:21,84:38:35:5a:70:40,33535.0,52.0,64.0,8.0,334.0,1209604743.0,59578.0,4089.0,,0,0,1,0,1,0,0,0,0,0,0,1
5392,e0:55:3d:02:41:21,84:38:35:5a:70:40,14346.0,52.0,64.0,8.0,334.0,3941436947.0,59647.0,65535.0,,0,0,1,0,1,0,0,0,0,0,0,1
5393,e0:55:3d:02:41:21,84:38:35:5a:70:40,16840.0,394.0,64.0,8.0,334.0,3941436947.0,59647.0,65535.0,1035.0,0,0,1,0,0,0,1,0,0,0,0,1
5394,e0:55:3d:02:41:21,84:38:35:5a:70:40,47610.0,70.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1
5399,e0:55:3d:02:41:21,84:38:35:5a:70:40,48778.0,740.0,64.0,8.0,334.0,4169713835.0,59559.0,4096.0,1984.0,0,0,1,0,0,0,1,0,0,0,0,1
5400,e0:55:3d:02:41:21,84:38:35:5a:70:40,19659.0,98.0,64.0,8.0,334.0,4169714523.0,59559.0,4096.0,152.0,0,0,1,0,0,0,1,0,0,0,0,1
5401,e0:55:3d:02:41:21,84:38:35:5a:70:40,1294.0,735.0,64.0,8.0,334.0,4169714569.0,59559.0,4096.0,2037.0,0,0,1,0,0,0,1,0,0,0,0,1
5402,e0:55:3d:02:41:21,84:38:35:5a:70:40,12796.0,647.0,64.0,8.0,334.0,4169715252.0,59559.0,4096.0,1743.0,0,0,1,0,0,0,1,0,0,0,0,1
5403,e0:55:3d:02:41:21,84:38:35:5a:70:40,47670.0,52.0,64.0,8.0,334.0,3941437289.0,59647.0,65535.0,,0,0,1,0,1,0,0,0,0,0,0,1
5404,e0:55:3d:02:41:21,84:38:35:5a:70:40,25114.0,1500.0,64.0,8.0,334.0,3941437289.0,59647.0,65535.0,4111.0,0,0,1,0,1,0,0,0,0,0,0,1
5405,e0:55:3d:02:41:21,84:38:35:5a:70:40,44206.0,1500.0,64.0,8.0,334.0,3941438737.0,59647.0,65535.0,4102.0,0,0,1,0,1,0,0,0,0,0,0,1
5406,e0:55:3d:02:41:21,84:38:35:5a:70:40,18845.0,553.0,64.0,8.0,334.0,3941440185.0,59647.0,65535.0,1443.0,0,0,1,0,0,0,1,0,0,0,0,1
5410,e0:55:3d:02:41:21,84:38:35:5a:70:40,42002.0,418.0,64.0,8.0,334.0,3463377017.0,59554.0,9675.0,1039.0,0,0,1,0,0,0,1,0,0,0,0,1
5411,e0:55:3d:02:41:21,84:38:35:5a:70:40,60089.0,1436.0,64.0,8.0,334.0,3463377383.0,59554.0,9675.0,3959.0,0,0,1,0,1,0,0,0,0,0,0,1
5412,e0:55:3d:02:41:21,84:38:35:5a:70:40,15714.0,850.0,64.0,8.0,334.0,3463378767.0,59554.0,9675.0,2269.0,0,0,1,0,0,0,1,0,0,0,0,1
5415,e0:55:3d:02:41:21,84:38:35:5a:70:40,2873.0,52.0,64.0,8.0,334.0,4169715847.0,59559.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5422,e0:55:3d:02:41:21,84:38:35:5a:70:40,52289.0,166.0,64.0,8.0,334.0,3463379565.0,59554.0,9675.0,339.0,0,0,1,0,0,0,1,0,0,0,0,1
5424,e0:55:3d:02:41:21,84:38:35:5a:70:40,48320.0,1436.0,64.0,8.0,334.0,3463379679.0,59554.0,9675.0,4016.0,0,0,1,0,1,0,0,0,0,0,0,1
5425,e0:55:3d:02:41:21,84:38:35:5a:70:40,3296.0,661.0,64.0,8.0,334.0,3463381063.0,59554.0,9675.0,1743.0,0,0,1,0,0,0,1,0,0,0,0,1
5426,e0:55:3d:02:41:21,84:38:35:5a:70:40,42932.0,52.0,64.0,8.0,334.0,2777471809.0,59577.0,4083.0,,0,0,1,0,1,0,0,0,0,0,0,1
5427,e0:55:3d:02:41:21,84:38:35:5a:70:40,48075.0,52.0,64.0,8.0,334.0,1974412255.0,59576.0,4083.0,,0,0,1,0,1,0,0,0,0,0,0,1
5428,e0:55:3d:02:41:21,84:38:35:5a:70:40,21343.0,52.0,64.0,8.0,334.0,3941440686.0,59647.0,65535.0,,0,0,1,0,1,0,0,0,0,0,0,1
5429,e0:55:3d:02:41:21,84:38:35:5a:70:40,35205.0,166.0,64.0,8.0,334.0,3463381672.0,59554.0,9675.0,337.0,0,0,1,0,0,0,1,0,0,0,0,1
5430,e0:55:3d:02:41:21,84:38:35:5a:70:40,12820.0,1436.0,64.0,8.0,334.0,3463381786.0,59554.0,9675.0,3999.0,0,0,1,0,1,0,0,0,0,0,0,1
5431,e0:55:3d:02:41:21,84:38:35:5a:70:40,65043.0,650.0,64.0,8.0,334.0,3463383170.0,59554.0,9675.0,1728.0,0,0,1,0,0,0,1,0,0,0,0,1
5432,e0:55:3d:02:41:21,84:38:35:5a:70:40,40554.0,166.0,64.0,8.0,334.0,3463383768.0,59554.0,9675.0,368.0,0,0,1,0,0,0,1,0,0,0,0,1
5433,e0:55:3d:02:41:21,84:38:35:5a:70:40,51403.0,1436.0,64.0,8.0,334.0,3463383882.0,59554.0,9675.0,4093.0,0,0,1,0,1,0,0,0,0,0,0,1
5434,e0:55:3d:02:41:21,84:38:35:5a:70:40,46890.0,209.0,64.0,8.0,334.0,3463385266.0,59554.0,9675.0,432.0,0,0,1,0,0,0,1,0,0,0,0,1
5441,e0:55:3d:02:41:21,84:38:35:5a:70:40,15795.0,52.0,64.0,8.0,334.0,4169715847.0,59559.0,4063.0,,0,0,1,0,1,0,0,0,0,0,0,1
5442,e0:55:3d:02:41:21,84:38:35:5a:70:40,8366.0,52.0,64.0,8.0,334.0,4169715847.0,59559.0,4062.0,,0,0,1,0,1,0,0,0,0,0,0,1
5443,e0:55:3d:02:41:21,84:38:35:5a:70:40,15388.0,52.0,64.0,8.0,334.0,4169715847.0,59559.0,4061.0,,0,0,1,0,1,0,0,0,0,0,0,1
5444,e0:55:3d:02:41:21,84:38:35:5a:70:40,46722.0,98.0,64.0,8.0,334.0,4169715847.0,59559.0,4096.0,143.0,0,0,1,0,0,0,1,0,0,0,0,1
5445,e0:55:3d:02:41:21,84:38:35:5a:70:40,16869.0,52.0,64.0,8.0,334.0,4169715893.0,59559.0,4072.0,,0,0,1,0,1,0,0,0,0,0,0,1
5449,e0:55:3d:02:41:21,84:38:35:5a:70:40,38673.0,52.0,64.0,8.0,334.0,4169715893.0,59559.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5450,e0:55:3d:02:41:21,84:38:35:5a:70:40,1970.0,766.0,64.0,8.0,334.0,4169715893.0,59559.0,4096.0,2127.0,0,0,1,0,0,0,1,0,0,0,0,1
5451,e0:55:3d:02:41:21,84:38:35:5a:70:40,53222.0,762.0,64.0,8.0,334.0,4169716607.0,59559.0,4096.0,2125.0,0,0,1,0,0,0,1,0,0,0,0,1
5452,e0:55:3d:02:41:21,84:38:35:5a:70:40,25206.0,1420.0,64.0,8.0,334.0,572880563.0,59561.0,4096.0,3877.0,0,0,1,0,1,0,0,0,0,0,0,1
5454,e0:55:3d:02:41:21,84:38:35:5a:70:40,58207.0,192.0,64.0,8.0,334.0,572881931.0,59561.0,4096.0,411.0,0,0,1,0,0,0,1,0,0,0,0,1
5455,e0:55:3d:02:41:21,84:38:35:5a:70:40,40697.0,98.0,64.0,8.0,334.0,572882071.0,59561.0,4096.0,156.0,0,0,1,0,0,0,1,0,0,0,0,1
5458,e0:55:3d:02:41:21,84:38:35:5a:70:40,59509.0,52.0,64.0,8.0,334.0,4169717317.0,59559.0,4074.0,,0,0,1,0,1,0,0,0,0,0,0,1
5460,e0:55:3d:02:41:21,84:38:35:5a:70:40,58229.0,52.0,64.0,8.0,334.0,4169717317.0,59559.0,4073.0,,0,0,1,0,1,0,0,0,0,0,0,1
5461,e0:55:3d:02:41:21,84:38:35:5a:70:40,30745.0,52.0,64.0,8.0,334.0,4169717317.0,59559.0,4072.0,,0,0,1,0,1,0,0,0,0,0,0,1
5462,e0:55:3d:02:41:21,84:38:35:5a:70:40,13084.0,98.0,64.0,8.0,334.0,4169717317.0,59559.0,4096.0,161.0,0,0,1,0,0,0,1,0,0,0,0,1
5463,e0:55:3d:02:41:21,84:38:35:5a:70:40,27922.0,1059.0,64.0,8.0,334.0,572882117.0,59561.0,4096.0,2900.0,0,0,1,0,0,0,1,0,0,0,0,1
5464,e0:55:3d:02:41:21,84:38:35:5a:70:40,60959.0,972.0,64.0,8.0,334.0,572883124.0,59561.0,4096.0,2637.0,0,0,1,0,0,0,1,0,0,0,0,1
5466,e0:55:3d:02:41:21,84:38:35:5a:70:40,44747.0,869.0,64.0,8.0,334.0,572884044.0,59561.0,4096.0,2429.0,0,0,1,0,0,0,1,0,0,0,0,1
5470,e0:55:3d:02:41:21,84:38:35:5a:70:40,40180.0,674.0,64.0,8.0,334.0,4169717363.0,59559.0,4096.0,1808.0,0,0,1,0,0,0,1,0,0,0,0,1
5471,e0:55:3d:02:41:21,84:38:35:5a:70:40,48646.0,52.0,64.0,8.0,334.0,572884861.0,59561.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5476,e0:55:3d:02:41:21,84:38:35:5a:70:40,46346.0,52.0,64.0,8.0,334.0,3463385423.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
5479,e0:55:3d:02:41:21,84:38:35:5a:70:40,59010.0,52.0,64.0,8.0,334.0,4169717985.0,59559.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
5480,e0:55:3d:02:41:21,84:38:35:5a:70:40,15210.0,52.0,64.0,8.0,334.0,4169717985.0,59559.0,4074.0,,0,0,1,0,1,0,0,0,0,0,0,1
5481,e0:55:3d:02:41:21,84:38:35:5a:70:40,13110.0,52.0,64.0,8.0,334.0,4169717985.0,59559.0,4072.0,,0,0,1,0,1,0,0,0,0,0,0,1
5485,e0:55:3d:02:41:21,84:38:35:5a:70:40,55569.0,52.0,64.0,8.0,334.0,3463385423.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
5488,e0:55:3d:02:41:21,84:38:35:5a:70:40,61823.0,98.0,64.0,8.0,334.0,4169717985.0,59559.0,4096.0,155.0,0,0,1,0,0,0,1,0,0,0,0,1
5489,e0:55:3d:02:41:21,84:38:35:5a:70:40,24079.0,52.0,64.0,8.0,334.0,4169718031.0,59559.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
5490,e0:55:3d:02:41:21,84:38:35:5a:70:40,16889.0,52.0,64.0,8.0,334.0,4169718031.0,59559.0,4073.0,,0,0,1,0,1,0,0,0,0,0,0,1
5491,e0:55:3d:02:41:21,84:38:35:5a:70:40,26144.0,52.0,64.0,8.0,334.0,4169718031.0,59559.0,4065.0,,0,0,1,0,1,0,0,0,0,0,0,1
5493,e0:55:3d:02:41:21,84:38:35:5a:70:40,1247.0,52.0,64.0,8.0,334.0,3463385423.0,59554.0,9672.0,,0,0,1,0,1,0,0,0,0,0,0,1
5494,e0:55:3d:02:41:21,84:38:35:5a:70:40,62684.0,869.0,64.0,8.0,334.0,572884861.0,59561.0,4096.0,2343.0,0,0,1,0,0,0,1,0,0,0,0,1
5495,e0:55:3d:02:41:21,84:38:35:5a:70:40,8281.0,941.0,64.0,8.0,334.0,572885678.0,59561.0,4096.0,2541.0,0,0,1,0,0,0,1,0,0,0,0,1
5503,e0:55:3d:02:41:21,84:38:35:5a:70:40,60316.0,869.0,64.0,8.0,334.0,572886567.0,59561.0,4096.0,2354.0,0,0,1,0,0,0,1,0,0,0,0,1
5504,e0:55:3d:02:41:21,84:38:35:5a:70:40,41436.0,941.0,64.0,8.0,334.0,572887384.0,59561.0,4096.0,2518.0,0,0,1,0,0,0,1,0,0,0,0,1
5505,e0:55:3d:02:41:21,84:38:35:5a:70:40,42983.0,869.0,64.0,8.0,334.0,572888273.0,59561.0,4096.0,2349.0,0,0,1,0,0,0,1,0,0,0,0,1
5509,e0:55:3d:02:41:21,84:38:35:5a:70:40,41558.0,52.0,64.0,8.0,334.0,4169718031.0,59559.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
5510,e0:55:3d:02:41:21,84:38:35:5a:70:40,54777.0,52.0,64.0,8.0,334.0,4169718031.0,59559.0,4073.0,,0,0,1,0,1,0,0,0,0,0,0,1
5511,e0:55:3d:02:41:21,84:38:35:5a:70:40,32028.0,52.0,64.0,8.0,334.0,572889090.0,59561.0,4091.0,,0,0,1,0,1,0,0,0,0,0,0,1
5512,e0:55:3d:02:41:21,84:38:35:5a:70:40,42269.0,52.0,64.0,8.0,334.0,572889090.0,59561.0,4047.0,,0,0,1,0,1,0,0,0,0,0,0,1
5513,e0:55:3d:02:41:21,84:38:35:5a:70:40,47738.0,52.0,64.0,8.0,334.0,4169718031.0,59559.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5514,e0:55:3d:02:41:21,84:38:35:5a:70:40,20817.0,52.0,64.0,8.0,334.0,572889090.0,59561.0,4089.0,,0,0,1,0,1,0,0,0,0,0,0,1
5515,e0:55:3d:02:41:21,84:38:35:5a:70:40,59885.0,52.0,64.0,8.0,334.0,572889090.0,59561.0,4088.0,,0,0,1,0,1,0,0,0,0,0,0,1
5516,e0:55:3d:02:41:21,84:38:35:5a:70:40,45104.0,98.0,64.0,8.0,334.0,572889090.0,59561.0,4096.0,144.0,0,0,1,0,0,0,1,0,0,0,0,1
5517,e0:55:3d:02:41:21,84:38:35:5a:70:40,33414.0,98.0,64.0,8.0,334.0,4169718031.0,59559.0,4096.0,149.0,0,0,1,0,0,0,1,0,0,0,0,1
5518,e0:55:3d:02:41:21,84:38:35:5a:70:40,15544.0,52.0,64.0,8.0,334.0,572889136.0,59561.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
5519,e0:55:3d:02:41:21,84:38:35:5a:70:40,10276.0,52.0,64.0,8.0,334.0,572889136.0,59561.0,4049.0,,0,0,1,0,1,0,0,0,0,0,0,1
5520,e0:55:3d:02:41:21,84:38:35:5a:70:40,24606.0,52.0,64.0,8.0,334.0,572889136.0,59561.0,4041.0,,0,0,1,0,1,0,0,0,0,0,0,1
5526,e0:55:3d:02:41:21,84:38:35:5a:70:40,1529.0,166.0,64.0,8.0,334.0,3463385423.0,59554.0,9675.0,344.0,0,0,1,0,0,0,1,0,0,0,0,1
5527,e0:55:3d:02:41:21,84:38:35:5a:70:40,19539.0,1436.0,64.0,8.0,334.0,3463385537.0,59554.0,9675.0,4042.0,0,0,1,0,1,0,0,0,0,0,0,1
5528,e0:55:3d:02:41:21,84:38:35:5a:70:40,23769.0,1436.0,64.0,8.0,334.0,3463386921.0,59554.0,9675.0,3926.0,0,0,1,0,1,0,0,0,0,0,0,1
5529,e0:55:3d:02:41:21,84:38:35:5a:70:40,44056.0,174.0,64.0,8.0,334.0,3463388305.0,59554.0,9675.0,349.0,0,0,1,0,0,0,1,0,0,0,0,1
5530,e0:55:3d:02:41:21,84:38:35:5a:70:40,54104.0,287.0,64.0,8.0,334.0,3463388427.0,59554.0,9675.0,713.0,0,0,1,0,0,0,1,0,0,0,0,1
5537,e0:55:3d:02:41:21,84:38:35:5a:70:40,42308.0,52.0,64.0,8.0,334.0,572889136.0,59561.0,4063.0,,0,0,1,0,1,0,0,0,0,0,0,1
5538,e0:55:3d:02:41:21,84:38:35:5a:70:40,23663.0,52.0,64.0,8.0,334.0,572889136.0,59561.0,4060.0,,0,0,1,0,1,0,0,0,0,0,0,1
