,Ether_dst,Ether_src,IP_id,IP_len,IP_proto,IP_ttl,TCP_dataofs,TCP_dport,TCP_flags,TCP_seq,TCP_sport,TCP_window,load_len
4985,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,tcp,64.0,8.0,334.0,A,2197251310.0,65105.0,11618.0,
4986,01:80:c2:00:00:00,00:18:0a:7d:01:cf,,,,,,,,,,,8.0
4987,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,16099.0,84.0,icmp,200.0,,,,,,,213.0
4988,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,50114.0,84.0,icmp,58.0,,,,,,,213.0
4989,ff:ff:ff:ff:ff:ff,5c:aa:fd:4c:92:86,,,,,,,,,,,218.0
4990,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16581.0,360.0,tcp,64.0,8.0,80.0,PA,1492505121.0,57006.0,1673.0,330.0
4991,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21661.0,611.0,tcp,57.0,8.0,57006.0,PA,1757266520.0,80.0,338.0,599.0
4992,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21662.0,1436.0,tcp,57.0,8.0,57006.0,A,1757267079.0,80.0,338.0,3887.0
4993,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21663.0,1436.0,tcp,57.0,8.0,57006.0,A,1757268463.0,80.0,338.0,3975.0
4994,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21664.0,1436.0,tcp,57.0,8.0,57006.0,A,1757269847.0,80.0,338.0,3961.0
4995,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21665.0,1436.0,tcp,57.0,8.0,57006.0,A,1757271231.0,80.0,338.0,4043.0
4996,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21666.0,1436.0,tcp,57.0,8.0,57006.0,A,1757272615.0,80.0,338.0,4001.0
4997,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21667.0,1436.0,tcp,57.0,8.0,57006.0,A,1757273999.0,80.0,338.0,3910.0
4998,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21668.0,1436.0,tcp,57.0,8.0,57006.0,A,1757275383.0,80.0,338.0,4104.0
4999,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21669.0,1436.0,tcp,57.0,8.0,57006.0,A,1757276767.0,80.0,338.0,3998.0
5000,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16582.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5001,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21670.0,1436.0,tcp,57.0,8.0,57006.0,A,1757278151.0,80.0,338.0,4076.0
5002,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21671.0,1436.0,tcp,57.0,8.0,57006.0,A,1757279535.0,80.0,338.0,4002.0
5003,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16583.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5004,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21672.0,1436.0,tcp,57.0,8.0,57006.0,A,1757280919.0,80.0,338.0,3881.0
5005,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21673.0,1436.0,tcp,57.0,8.0,57006.0,A,1757282303.0,80.0,338.0,3940.0
5006,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21674.0,1436.0,tcp,57.0,8.0,57006.0,A,1757283687.0,80.0,338.0,3924.0
5007,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16584.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5008,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16585.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5009,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21675.0,1436.0,tcp,57.0,8.0,57006.0,A,1757285071.0,80.0,338.0,3981.0
5010,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21676.0,1436.0,tcp,57.0,8.0,57006.0,A,1757286455.0,80.0,338.0,4002.0
5011,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21677.0,1436.0,tcp,57.0,8.0,57006.0,A,1757287839.0,80.0,338.0,3940.0
5012,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16586.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5013,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21678.0,1436.0,tcp,57.0,8.0,57006.0,A,1757289223.0,80.0,338.0,3941.0
5014,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21679.0,1436.0,tcp,57.0,8.0,57006.0,A,1757290607.0,80.0,338.0,3931.0
5015,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16587.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5016,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21680.0,1436.0,tcp,57.0,8.0,57006.0,A,1757291991.0,80.0,338.0,3989.0
5017,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16588.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1667.0,
5018,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21681.0,1436.0,tcp,57.0,8.0,57006.0,A,1757293375.0,80.0,338.0,4019.0
5019,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16589.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1667.0,
5020,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21682.0,1436.0,tcp,57.0,8.0,57006.0,A,1757294759.0,80.0,338.0,3980.0
5021,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21683.0,1436.0,tcp,57.0,8.0,57006.0,A,1757296143.0,80.0,338.0,4007.0
5022,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16590.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1667.0,
5023,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16591.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1667.0,
5024,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21684.0,1436.0,tcp,57.0,8.0,57006.0,A,1757297527.0,80.0,338.0,4012.0
5025,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21685.0,1436.0,tcp,57.0,8.0,57006.0,A,1757298911.0,80.0,338.0,3956.0
5026,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16592.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1667.0,
5027,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16593.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1657.0,
5028,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16594.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1647.0,
5029,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21686.0,1436.0,tcp,57.0,8.0,57006.0,A,1757300295.0,80.0,338.0,3896.0
5030,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21687.0,1436.0,tcp,57.0,8.0,57006.0,A,1757301679.0,80.0,338.0,3939.0
5031,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21688.0,1436.0,tcp,57.0,8.0,57006.0,A,1757303063.0,80.0,338.0,3958.0
5032,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16595.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1637.0,
5033,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16596.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1634.0,
5034,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21689.0,1436.0,tcp,57.0,8.0,57006.0,A,1757304447.0,80.0,338.0,3984.0
5035,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16597.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1634.0,
5036,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21690.0,1436.0,tcp,57.0,8.0,57006.0,A,1757305831.0,80.0,338.0,3962.0
5037,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21691.0,1436.0,tcp,57.0,8.0,57006.0,A,1757307215.0,80.0,338.0,3938.0
5038,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21692.0,1436.0,tcp,57.0,8.0,57006.0,A,1757308599.0,80.0,338.0,3973.0
5039,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21693.0,1436.0,tcp,57.0,8.0,57006.0,A,1757309983.0,80.0,338.0,3986.0
5040,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21694.0,1436.0,tcp,57.0,8.0,57006.0,A,1757311367.0,80.0,338.0,3994.0
5041,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21695.0,1436.0,tcp,57.0,8.0,57006.0,A,1757312751.0,80.0,338.0,4018.0
5042,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21696.0,1436.0,tcp,57.0,8.0,57006.0,A,1757314135.0,80.0,338.0,4005.0
5043,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21697.0,1436.0,tcp,57.0,8.0,57006.0,A,1757315519.0,80.0,338.0,3962.0
5044,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21698.0,1436.0,tcp,57.0,8.0,57006.0,A,1757316903.0,80.0,338.0,4066.0
5045,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21699.0,1436.0,tcp,57.0,8.0,57006.0,A,1757318287.0,80.0,338.0,3915.0
5046,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16598.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1569.0,
5047,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21700.0,1436.0,tcp,57.0,8.0,57006.0,A,1757319671.0,80.0,338.0,4055.0
5048,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21701.0,1436.0,tcp,57.0,8.0,57006.0,A,1757321055.0,80.0,338.0,4000.0
5049,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21702.0,1436.0,tcp,57.0,8.0,57006.0,A,1757322439.0,80.0,338.0,3952.0
5050,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21703.0,1436.0,tcp,57.0,8.0,57006.0,A,1757323823.0,80.0,338.0,4035.0
5051,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21704.0,1436.0,tcp,57.0,8.0,57006.0,A,1757325207.0,80.0,338.0,3917.0
5052,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21705.0,1436.0,tcp,57.0,8.0,57006.0,A,1757326591.0,80.0,338.0,4004.0
5053,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16599.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5054,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21706.0,1436.0,tcp,57.0,8.0,57006.0,A,1757327975.0,80.0,338.0,3955.0
5055,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21707.0,1436.0,tcp,57.0,8.0,57006.0,A,1757329359.0,80.0,338.0,3921.0
5056,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21708.0,1436.0,tcp,57.0,8.0,57006.0,A,1757330743.0,80.0,338.0,4041.0
5057,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21709.0,1436.0,tcp,57.0,8.0,57006.0,A,1757332127.0,80.0,338.0,4049.0
5058,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21710.0,1436.0,tcp,57.0,8.0,57006.0,A,1757333511.0,80.0,338.0,4066.0
5059,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21711.0,1436.0,tcp,57.0,8.0,57006.0,A,1757334895.0,80.0,338.0,4054.0
5060,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16600.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5061,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21712.0,1436.0,tcp,57.0,8.0,57006.0,A,1757336279.0,80.0,338.0,3993.0
5062,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21713.0,1436.0,tcp,57.0,8.0,57006.0,A,1757337663.0,80.0,338.0,4030.0
5063,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21714.0,1436.0,tcp,57.0,8.0,57006.0,A,1757339047.0,80.0,338.0,3950.0
5064,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21715.0,1436.0,tcp,57.0,8.0,57006.0,A,1757340431.0,80.0,338.0,3960.0
5065,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21716.0,1436.0,tcp,57.0,8.0,57006.0,A,1757341815.0,80.0,338.0,3967.0
5066,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21717.0,1436.0,tcp,57.0,8.0,57006.0,A,1757343199.0,80.0,338.0,3839.0
5067,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21718.0,1436.0,tcp,57.0,8.0,57006.0,A,1757344583.0,80.0,338.0,3981.0
5068,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21719.0,1436.0,tcp,57.0,8.0,57006.0,A,1757345967.0,80.0,338.0,3963.0
5069,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21720.0,1436.0,tcp,57.0,8.0,57006.0,A,1757347351.0,80.0,338.0,3994.0
5070,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21721.0,1436.0,tcp,57.0,8.0,57006.0,A,1757348735.0,80.0,338.0,4018.0
5071,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21722.0,1436.0,tcp,57.0,8.0,57006.0,A,1757350119.0,80.0,338.0,3893.0
5072,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21723.0,1436.0,tcp,57.0,8.0,57006.0,A,1757351503.0,80.0,338.0,3949.0
5073,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21724.0,1436.0,tcp,57.0,8.0,57006.0,A,1757352887.0,80.0,338.0,4091.0
5074,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21725.0,1436.0,tcp,57.0,8.0,57006.0,A,1757354271.0,80.0,338.0,3939.0
5075,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21726.0,1436.0,tcp,57.0,8.0,57006.0,A,1757355655.0,80.0,338.0,3966.0
5076,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21727.0,1436.0,tcp,57.0,8.0,57006.0,A,1757357039.0,80.0,338.0,3987.0
5077,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21728.0,1436.0,tcp,57.0,8.0,57006.0,A,1757358423.0,80.0,338.0,3979.0
5078,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21729.0,1436.0,tcp,57.0,8.0,57006.0,A,1757359807.0,80.0,338.0,4002.0
5079,d0:4f:7e:06:25:ad,e0:55:3d:02:41:21,,,,,,,,,,,
5080,00:18:0a:12:2f:2d,e0:55:3d:02:41:21,,,,,,,,,,,
5081,38:c9:86:40:7c:a6,e0:55:3d:02:41:21,,,,,,,,,,,
5082,e0:55:3d:02:41:21,00:18:0a:12:2f:2d,,,,,,,,,,,
5083,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21730.0,1436.0,tcp,57.0,8.0,57006.0,A,1757361191.0,80.0,338.0,3934.0
5084,e0:55:3d:02:41:21,38:c9:86:40:7c:a6,,,,,,,,,,,
5085,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21731.0,1436.0,tcp,57.0,8.0,57006.0,A,1757362575.0,80.0,338.0,4021.0
5086,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21732.0,1436.0,tcp,57.0,8.0,57006.0,A,1757363959.0,80.0,338.0,3903.0
5087,e0:55:3d:02:41:21,d0:4f:7e:06:25:ad,,,,,,,,,,,
5088,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16601.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1536.0,
5089,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16602.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5090,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16603.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5091,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16604.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1673.0,
5092,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21733.0,1436.0,tcp,57.0,8.0,57006.0,A,1757365343.0,80.0,338.0,3998.0
5093,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21734.0,1436.0,tcp,57.0,8.0,57006.0,A,1757366727.0,80.0,338.0,4009.0
5094,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21735.0,1436.0,tcp,57.0,8.0,57006.0,A,1757368111.0,80.0,338.0,3980.0
5095,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21736.0,1436.0,tcp,57.0,8.0,57006.0,A,1757369495.0,80.0,338.0,3835.0
5096,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21737.0,1436.0,tcp,57.0,8.0,57006.0,A,1757370879.0,80.0,338.0,3947.0
5097,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21738.0,1364.0,tcp,57.0,8.0,57006.0,PA,1757372263.0,80.0,338.0,3782.0
5098,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16605.0,52.0,tcp,64.0,8.0,80.0,A,1492505429.0,57006.0,1569.0,
5099,e0:55:3d:02:41:21,88:15:44:aa:47:2e,,,,,,,,,,,
5100,88:15:44:aa:47:2e,e0:55:3d:02:41:21,,,,,,,,,,,
5101,e0:55:3d:02:41:21,84:38:35:5a:70:40,13973.0,166.0,tcp,64.0,8.0,334.0,PA,3463362688.0,59554.0,9675.0,343.0
5102,e0:55:3d:02:41:21,84:38:35:5a:70:40,54802.0,1436.0,tcp,64.0,8.0,334.0,A,3463362802.0,59554.0,9675.0,3970.0
5103,e0:55:3d:02:41:21,84:38:35:5a:70:40,61593.0,1087.0,tcp,64.0,8.0,334.0,PA,3463364186.0,59554.0,9675.0,2945.0
5104,84:38:35:5a:70:40,e0:55:3d:02:41:21,37161.0,52.0,tcp,57.0,8.0,59554.0,A,740938356.0,334.0,338.0,
5105,84:38:35:5a:70:40,e0:55:3d:02:41:21,37162.0,52.0,tcp,57.0,8.0,59554.0,A,740938356.0,334.0,338.0,
5106,84:38:35:5a:70:40,e0:55:3d:02:41:21,24200.0,40.0,tcp,243.0,5.0,59643.0,RA,3610509759.0,334.0,0.0,
5107,84:38:35:5a:70:40,e0:55:3d:02:41:21,37163.0,52.0,tcp,57.0,8.0,59554.0,A,740938356.0,334.0,338.0,
5108,e0:55:3d:02:41:21,84:38:35:5a:70:40,22763.0,1436.0,tcp,64.0,8.0,334.0,A,3463365221.0,59554.0,9675.0,3961.0
5109,e0:55:3d:02:41:21,84:38:35:5a:70:40,28663.0,148.0,tcp,64.0,8.0,334.0,PA,3463366605.0,59554.0,9675.0,290.0
5110,01:00:5e:00:00:fb,84:38:35:5a:70:40,5645.0,104.0,udp,255.0,,,,,,,
5111,84:38:35:5a:70:40,e0:55:3d:02:41:21,37164.0,52.0,tcp,57.0,8.0,59554.0,A,740938356.0,334.0,338.0,
5112,84:38:35:5a:70:40,e0:55:3d:02:41:21,37165.0,52.0,tcp,57.0,8.0,59554.0,A,740938356.0,334.0,338.0,
5113,84:38:35:5a:70:40,e0:55:3d:02:41:21,37166.0,259.0,tcp,57.0,8.0,59554.0,PA,740938356.0,334.0,338.0,614.0
5114,e0:55:3d:02:41:21,84:38:35:5a:70:40,11633.0,52.0,tcp,64.0,8.0,334.0,A,3463366701.0,59554.0,9668.0,
5115,e0:55:3d:02:41:21,84:38:35:5a:70:40,6649.0,1060.0,tcp,64.0,8.0,334.0,PA,3463366701.0,59554.0,9675.0,2950.0
5116,e0:55:3d:02:41:21,84:38:35:5a:70:40,35041.0,1395.0,tcp,64.0,8.0,334.0,PA,3463367709.0,59554.0,9675.0,3843.0
5117,e0:55:3d:02:41:21,84:38:35:5a:70:40,10154.0,180.0,tcp,64.0,8.0,334.0,PA,781894920.0,59555.0,4096.0,392.0
5118,e0:55:3d:02:41:21,84:38:35:5a:70:40,65118.0,98.0,tcp,64.0,8.0,334.0,PA,781895048.0,59555.0,4096.0,150.0
5119,e0:55:3d:02:41:21,84:38:35:5a:70:40,44742.0,1420.0,tcp,64.0,8.0,334.0,A,781895094.0,59555.0,4096.0,3955.0
5120,e0:55:3d:02:41:21,84:38:35:5a:70:40,19293.0,1075.0,tcp,64.0,8.0,334.0,PA,781896462.0,59555.0,4096.0,2927.0
5121,84:38:35:5a:70:40,e0:55:3d:02:41:21,37167.0,52.0,tcp,57.0,8.0,59554.0,A,740938563.0,334.0,338.0,
5122,84:38:35:5a:70:40,e0:55:3d:02:41:21,37168.0,52.0,tcp,57.0,8.0,59554.0,A,740938563.0,334.0,338.0,
5123,84:38:35:5a:70:40,e0:55:3d:02:41:21,6200.0,52.0,tcp,58.0,8.0,59555.0,A,2725856580.0,334.0,538.0,
5124,84:38:35:5a:70:40,e0:55:3d:02:41:21,6201.0,52.0,tcp,58.0,8.0,59555.0,A,2725856580.0,334.0,538.0,
5125,84:38:35:5a:70:40,e0:55:3d:02:41:21,6202.0,98.0,tcp,58.0,8.0,59555.0,PA,2725856580.0,334.0,538.0,139.0
5126,e0:55:3d:02:41:21,84:38:35:5a:70:40,46528.0,52.0,tcp,64.0,8.0,334.0,A,781897485.0,59555.0,4094.0,
5127,84:38:35:5a:70:40,e0:55:3d:02:41:21,6208.0,52.0,tcp,58.0,8.0,59555.0,A,2725856626.0,334.0,559.0,
5128,84:38:35:5a:70:40,e0:55:3d:02:41:21,6218.0,142.0,tcp,58.0,8.0,59555.0,PA,2725856626.0,334.0,559.0,268.0
5129,84:38:35:5a:70:40,e0:55:3d:02:41:21,6219.0,620.0,tcp,58.0,8.0,59555.0,PA,2725856716.0,334.0,559.0,1669.0
5130,84:38:35:5a:70:40,e0:55:3d:02:41:21,6220.0,258.0,tcp,58.0,8.0,59555.0,PA,2725857284.0,334.0,559.0,597.0
5131,84:38:35:5a:70:40,e0:55:3d:02:41:21,6221.0,219.0,tcp,58.0,8.0,59555.0,PA,2725857490.0,334.0,559.0,487.0
5132,84:38:35:5a:70:40,e0:55:3d:02:41:21,6222.0,98.0,tcp,58.0,8.0,59555.0,PA,2725857657.0,334.0,559.0,134.0
5133,e0:55:3d:02:41:21,84:38:35:5a:70:40,15117.0,52.0,tcp,64.0,8.0,334.0,A,781897485.0,59555.0,4093.0,
5134,e0:55:3d:02:41:21,84:38:35:5a:70:40,39566.0,52.0,tcp,64.0,8.0,334.0,A,781897485.0,59555.0,4075.0,
5135,e0:55:3d:02:41:21,84:38:35:5a:70:40,13377.0,52.0,tcp,64.0,8.0,334.0,A,781897485.0,59555.0,4069.0,
5136,e0:55:3d:02:41:21,84:38:35:5a:70:40,38831.0,52.0,tcp,64.0,8.0,334.0,A,781897485.0,59555.0,4063.0,
5137,e0:55:3d:02:41:21,84:38:35:5a:70:40,41568.0,52.0,tcp,64.0,8.0,334.0,A,781897485.0,59555.0,4094.0,
5138,e0:55:3d:02:41:21,84:38:35:5a:70:40,41590.0,98.0,tcp,64.0,8.0,334.0,PA,781897485.0,59555.0,4096.0,152.0
5139,e0:55:3d:02:41:21,84:38:35:5a:70:40,26369.0,180.0,tcp,64.0,8.0,334.0,PA,781897531.0,59555.0,4096.0,358.0
5140,e0:55:3d:02:41:21,84:38:35:5a:70:40,40126.0,1420.0,tcp,64.0,8.0,334.0,A,781897659.0,59555.0,4096.0,3941.0
5141,e0:55:3d:02:41:21,84:38:35:5a:70:40,55151.0,1028.0,tcp,64.0,8.0,334.0,PA,781899027.0,59555.0,4096.0,2757.0
5142,84:38:35:5a:70:40,e0:55:3d:02:41:21,37169.0,166.0,tcp,57.0,8.0,59554.0,PA,740938563.0,334.0,338.0,311.0
5143,84:38:35:5a:70:40,e0:55:3d:02:41:21,6232.0,52.0,tcp,58.0,8.0,59555.0,A,2725857703.0,334.0,570.0,
5144,84:38:35:5a:70:40,e0:55:3d:02:41:21,6233.0,52.0,tcp,58.0,8.0,59555.0,A,2725857703.0,334.0,591.0,
5145,e0:55:3d:02:41:21,84:38:35:5a:70:40,23370.0,52.0,tcp,64.0,8.0,334.0,A,3463369052.0,59554.0,9671.0,
5146,84:38:35:5a:70:40,e0:55:3d:02:41:21,6250.0,142.0,tcp,58.0,8.0,59555.0,PA,2725857703.0,334.0,591.0,284.0
5147,84:38:35:5a:70:40,e0:55:3d:02:41:21,6251.0,712.0,tcp,58.0,8.0,59555.0,PA,2725857793.0,334.0,591.0,1931.0
5148,84:38:35:5a:70:40,e0:55:3d:02:41:21,6252.0,223.0,tcp,58.0,8.0,59555.0,PA,2725858453.0,334.0,591.0,518.0
5149,84:38:35:5a:70:40,e0:55:3d:02:41:21,6253.0,306.0,tcp,58.0,8.0,59555.0,PA,2725858624.0,334.0,591.0,768.0
5150,84:38:35:5a:70:40,e0:55:3d:02:41:21,6254.0,98.0,tcp,58.0,8.0,59555.0,PA,2725858878.0,334.0,591.0,156.0
5151,e0:55:3d:02:41:21,84:38:35:5a:70:40,39385.0,52.0,tcp,64.0,8.0,334.0,A,781900003.0,59555.0,4093.0,
5152,e0:55:3d:02:41:21,84:38:35:5a:70:40,18915.0,52.0,tcp,64.0,8.0,334.0,A,781900003.0,59555.0,4072.0,
5153,e0:55:3d:02:41:21,84:38:35:5a:70:40,3479.0,52.0,tcp,64.0,8.0,334.0,A,781900003.0,59555.0,4090.0,
5154,e0:55:3d:02:41:21,84:38:35:5a:70:40,14594.0,52.0,tcp,64.0,8.0,334.0,A,781900003.0,59555.0,4082.0,
5155,e0:55:3d:02:41:21,84:38:35:5a:70:40,43157.0,52.0,tcp,64.0,8.0,334.0,A,781900003.0,59555.0,4081.0,
5156,e0:55:3d:02:41:21,84:38:35:5a:70:40,29224.0,98.0,tcp,64.0,8.0,334.0,PA,781900003.0,59555.0,4096.0,139.0
5157,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,41483.0,40.0,tcp,233.0,5.0,38122.0,FA,1671961204.0,80.0,62.0,
5158,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,16100.0,84.0,icmp,200.0,,,,,,,213.0
5159,84:38:35:5a:70:40,e0:55:3d:02:41:21,6292.0,52.0,tcp,58.0,8.0,59555.0,A,2725858924.0,334.0,591.0,
5160,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,50700.0,84.0,icmp,58.0,,,,,,,213.0
5161,e0:55:3d:02:41:21,84:38:35:5a:70:40,44989.0,154.0,tcp,64.0,8.0,334.0,PA,3463369052.0,59554.0,9675.0,292.0
5162,e0:55:3d:02:41:21,84:38:35:5a:70:40,31208.0,1436.0,tcp,64.0,8.0,334.0,A,3463369154.0,59554.0,9675.0,3916.0
5163,e0:55:3d:02:41:21,84:38:35:5a:70:40,15547.0,797.0,tcp,64.0,8.0,334.0,PA,3463370538.0,59554.0,9675.0,2122.0
5164,84:38:35:5a:70:40,e0:55:3d:02:41:21,37170.0,52.0,tcp,57.0,8.0,59554.0,A,740938677.0,334.0,338.0,
5165,84:38:35:5a:70:40,e0:55:3d:02:41:21,37171.0,52.0,tcp,57.0,8.0,59554.0,A,740938677.0,334.0,338.0,
5166,84:38:35:5a:70:40,e0:55:3d:02:41:21,37172.0,52.0,tcp,57.0,8.0,59554.0,A,740938677.0,334.0,337.0,
5167,84:38:35:5a:70:40,e0:55:3d:02:41:21,37173.0,209.0,tcp,57.0,8.0,59554.0,PA,740938677.0,334.0,338.0,454.0
5168,e0:55:3d:02:41:21,84:38:35:5a:70:40,40420.0,52.0,tcp,64.0,8.0,334.0,A,3463371283.0,59554.0,9670.0,
